Timestamp,Prediction,Actual
1743089759.4534023,0,0
1743089759.5043705,0,0
1743089759.5543544,0,0
1743089759.6044853,0,0
1743089759.6554532,0,0
1743089759.7053614,0,0
1743089759.7528634,0,0
1743089759.7976103,0,0
1743089759.8512568,0,0
1743089759.8958533,0,0
1743089759.9496508,0,0
1743089760.0003877,0,0
1743089760.0457077,0,1
1743089760.0896788,0,0
1743089760.1316898,0,0
1743089760.1788602,0,0
1743089760.220832,0,0
1743089760.2624493,0,0
1743089760.3065617,0,0
1743089760.3615122,0,0
1743089760.416394,0,0
1743089760.4833248,0,0
1743089760.5378685,0,0
1743089760.589377,0,0
1743089760.6518068,0,0
1743089760.7325404,0,0
1743089760.7885034,0,0
1743089760.8494697,0,0
1743089760.90843,0,0
1743089760.9633338,0,0
1743089761.008849,0,0
1743089761.0559676,0,0
1743089761.1088033,0,0
1743089761.1656263,0,0
1743089761.2155178,0,0
1743089761.261451,0,0
1743089761.3124192,0,0
1743089761.3568962,0,0
1743089761.3974442,0,0
1743089761.4371796,0,0
1743089761.4821534,0,0
1743089761.521742,0,0
1743089761.563492,0,0
1743089761.7181542,0,0
1743089761.7963135,0,0
1743089761.8564603,0,0
1743089762.0152411,0,0
1743089762.092708,0,0
1743089762.1714969,0,0
1743089762.2274446,0,0
1743089762.2674358,0,0
1743089762.319925,0,0
1743089762.3666594,0,0
1743089762.4171777,0,0
1743089762.4626443,0,0
1743089762.5287025,0,0
1743089762.5825684,0,0
1743089762.6252997,0,0
1743089762.666458,0,0
1743089762.7071135,0,0
1743089762.7519002,0,0
1743089762.7932265,0,0
1743089762.8356378,0,0
1743089762.8766918,0,0
1743089762.9188635,0,0
1743089762.9644186,0,0
1743089763.0250862,0,0
1743089763.0672674,0,0
1743089763.1081915,0,0
1743089763.1493096,0,0
1743089763.1902564,0,0
1743089763.237069,0,0
1743089763.279303,0,0
1743089763.320587,0,0
1743089763.3603144,0,0
1743089763.4024446,0,0
1743089763.4429138,0,0
1743089763.4726336,0,0
1743089763.525418,0,0
1743089763.5602791,0,0
1743089763.607845,0,0
1743089763.6537485,0,0
1743089763.7028265,0,0
1743089763.7446902,0,1
1743089763.7876947,0,0
1743089763.8295314,0,0
1743089763.8714194,0,0
1743089763.9204648,0,0
1743089763.960427,0,0
1743089764.0018866,0,0
1743089764.0491917,0,0
1743089764.0896578,0,0
1743089764.129543,0,0
1743089764.1780016,0,0
1743089764.230316,0,0
1743089764.2776048,0,0
1743089764.3214166,0,0
1743089764.362969,0,0
1743089764.3925366,0,0
1743089764.4439354,0,0
1743089764.4738846,0,0
1743089764.5410085,0,0
1743089764.5911672,0,0
1743089764.6333191,0,0
1743089764.6768122,0,0
1743089764.7242737,0,0
1743089764.763549,0,0
1743089764.8108852,0,0
1743089764.8595643,0,0
1743089764.8988752,0,0
1743089764.9499593,0,1
1743089764.9902806,0,1
1743089765.0367858,0,0
1743089765.0797205,0,1
1743089765.1219327,0,0
1743089765.1629114,0,0
1743089765.1938002,0,1
1743089765.245883,0,0
1743089765.2774556,0,0
1743089765.3306797,0,0
1743089765.3755064,0,0
1743089765.4187503,0,0
1743089765.4640508,0,0
1743089765.5052676,0,0
1743089765.544165,0,0
1743089765.591674,0,0
1743089765.63231,0,0
1743089765.674235,0,0
1743089765.711532,0,0
1743089765.7589855,0,0
1743089766.6932757,0,1
1743089775.230081,0,0
1743089775.4650526,0,1
1743089775.5122304,0,0
1743089775.5591598,0,0
1743089775.7178612,0,0
1743089775.8293035,0,0
1743089776.031546,0,0
1743089776.074221,0,0
1743089776.1172156,0,0
1743089776.1585617,0,0
1743089776.2005446,0,0
1743089776.2509325,0,0
1743089776.2962058,0,0
1743089776.3381104,0,0
1743089776.3817298,0,0
1743089776.4204345,0,0
1743089776.462319,0,0
1743089776.5061853,0,0
1743089776.5641024,0,0
1743089776.6074195,0,0
1743089776.652026,0,0
1743089776.6931796,0,0
1743089776.7360227,0,0
1743089776.777639,0,1
1743089776.8191233,0,0
1743089776.855946,0,0
1743089776.902314,0,1
1743089776.9437203,0,0
1743089776.9708326,0,0
1743089777.024982,0,0
1743089777.0718365,0,0
1743089777.122092,0,0
1743089777.1576717,0,0
1743089777.205717,0,0
1743089777.2535045,0,0
1743089777.2995586,0,0
1743089777.3404298,0,0
1743089777.3807957,0,0
1743089777.5027187,0,0
1743089777.5612974,0,0
1743089777.625569,0,0
1743089778.3655918,0,0
1743089778.4225893,0,0
1743089779.356756,0,1
1743089779.41555,0,0
1743089779.4750617,0,1
1743089779.6273625,0,1
1743089779.675267,0,0
1743089779.8079057,0,0
1743089779.917678,0,0
1743089780.031799,0,0
1743089780.1167977,0,0
1743089780.4383657,0,0
1743089780.4872618,0,0
1743089780.53397,0,0
1743089780.5812724,0,0
1743089780.6297677,0,0
1743089780.6775684,0,0
1743089780.718144,0,0
1743089780.7674186,0,0
1743089780.8110633,0,1
1743089780.850412,0,0
1743089780.894615,0,0
1743089780.9446292,0,1
1743089780.9856286,0,0
1743089781.0459068,0,0
1743089781.082765,0,0
1743089781.1339357,0,0
1743089781.17426,0,0
1743089781.2140486,0,0
1743089781.249568,0,0
1743089781.2990215,0,0
1743089781.3451242,0,0
1743089781.3864226,0,0
1743089781.4276578,0,0
1743089781.4655523,0,0
1743089781.5129204,0,0
1743089781.8468864,0,1
1743089781.8982074,0,1
1743089781.9477434,0,0
1743089781.99768,0,0
1743089782.052108,0,1
1743089782.0989304,0,0
1743089782.1490123,0,0
1743089782.199007,0,0
1743089782.2478786,0,1
1743089782.2877903,0,0
1743089782.3474967,0,0
1743089782.399963,0,0
1743089782.4493628,0,0
1743089782.488178,0,0
1743089782.539618,0,0
1743089782.581864,0,0
1743089782.63051,0,0
1743089782.6886685,0,0
1743089782.7313552,0,0
1743089782.7724774,0,0
1743089782.815231,0,0
1743089782.8555102,0,0
1743089782.916091,0,0
1743089782.979951,0,0
1743089783.0262184,0,0
1743089783.0670996,0,0
1743089783.1175027,0,0
1743089783.1533685,0,0
1743089783.2184727,0,0
1743089783.272781,0,0
1743089783.3169222,0,0
1743089783.3656397,0,0
1743089783.407446,0,0
1743089783.450771,0,0
1743089783.4907124,0,0
1743089783.54065,0,0
1743089783.5885386,0,0
1743089783.632946,0,0
1743089783.7840776,0,0
1743089783.8408306,0,0
1743089783.8889048,0,0
1743089783.9353156,0,1
1743089783.976193,0,0
1743089784.025165,0,0
1743089784.065739,0,0
1743089784.105244,0,0
1743089784.151282,0,1
1743089784.1932566,0,0
1743089784.2362256,0,0
1743089784.2782753,0,1
1743089784.3185873,0,0
1743089795.8294027,0,0
1743089795.8855016,0,0
1743089802.079634,0,0
1743089802.212599,0,1
1743089802.2692213,0,0
1743089802.3183415,0,0
1743089802.3734174,0,0
1743089802.4169672,0,0
1743089802.5181062,0,0
1743089802.5648892,0,0
1743089802.616509,0,0
1743089802.6630802,0,0
1743089802.7026913,0,0
1743089802.7510865,0,0
1743089802.802237,0,0
1743089802.850565,0,0
1743089802.887229,0,0
1743089802.9374523,0,0
1743089802.9822624,0,1
1743089803.0293522,0,0
1743089803.0698867,0,0
1743089803.115907,0,1
1743089803.1646976,0,0
1743089819.6449454,0,1
1743089820.1519177,0,0
1743089820.1917386,0,0
1743089820.4748497,0,1
1743089821.1567008,0,1
1743089821.9400933,0,1
1743089822.6780994,0,1
1743089823.3661065,0,0
1743089823.420616,0,0
1743089824.545259,0,1
1743089824.592995,0,1
1743089824.6441536,0,1
1743089824.7008896,0,1
1743089824.7558084,0,1
1743089824.8177884,0,1
1743089824.9156718,0,0
1743089824.9718556,0,0
1743089835.521885,0,1
1743089835.5675054,0,1
1743089835.6289566,0,1
1743089835.6849215,0,1
1743089835.7469096,0,1
1743089835.7932694,0,1
1743089835.8398733,0,1
1743089835.8892858,0,1
1743089835.9473715,0,1
1743089835.9937158,0,0
1743089836.0406327,0,1
1743089836.0845015,0,0
1743089836.1348498,0,0
1743089836.1829934,0,0
1743089836.228213,0,0
1743089836.278184,0,1
1743089836.3231528,0,0
1743089836.367613,0,0
1743089836.4114156,0,0
1743089836.457388,0,0
1743089836.5031636,0,0
1743089836.5516772,0,0
1743089836.6064694,0,0
1743089837.980955,0,0
1743089838.181049,0,0
1743089840.844763,0,0
1743089844.8538475,0,0
1743089844.8995602,0,0
1743089845.0621853,0,0
1743089845.1051128,0,0
1743089845.1509695,0,0
1743089846.1698475,0,0
1743089846.215459,0,0
1743089848.0447867,0,0
1743089848.0949852,0,0
1743089849.0660524,0,0
1743089849.1260557,0,0
1743089850.059699,0,0
1743089850.1059427,0,0
1743089851.1336758,0,0
1743089851.177057,0,0
1743089855.8399975,0,0
1743089856.1024835,0,0
1743089859.4124286,0,0
1743089859.5769625,0,1
1743089859.6210527,0,0
1743089859.6710746,0,0
1743089859.7162166,0,0
1743089859.762189,0,0
1743089859.9040875,0,0
1743089859.9670494,0,0
1743089860.018015,0,0
1743089860.0625784,0,0
1743089860.108075,0,0
1743089860.2010922,0,0
1743089860.2820518,0,0
1743089860.343013,0,0
1743089860.3846636,0,0
1743089860.4286337,0,0
1743089860.4756074,0,1
1743089860.5240245,0,0
1743089860.5648572,0,0
1743089860.6116014,0,1
1743089860.6537883,0,0
1743089860.814819,0,0
1743089861.032737,0,0
1743089861.936802,0,0
1743089862.0176485,0,0
1743089862.1190813,0,0
1743089862.2185194,0,0
1743089862.432763,0,0
1743089862.562209,0,0
1743089862.6915953,0,0
1743089862.7805066,0,0
1743089862.8758824,0,0
1743089862.954345,0,0
1743089863.0326145,0,0
1743090248.6176388,0,0
1743090248.6562448,0,0
1743090250.0391214,0,0
1743090250.085853,0,0
1743090251.9625518,0,0
1743090252.0093882,0,0
1743090259.374475,0,0
1743090259.6363735,0,1
1743090259.680676,0,0
1743090259.731123,0,0
1743090259.824716,0,0
1743090259.8810835,0,0
1743090259.9252005,0,0
1743090259.970405,0,0
1743090260.0133133,0,0
1743090260.0590196,0,0
1743090260.1091142,0,0
1743090260.1482751,0,0
1743090260.1986392,0,0
1743090260.2425654,0,0
1743090260.2915435,0,0
1743090260.3339834,0,0
1743090260.3813202,0,0
1743090260.4265046,0,0
1743090287.2644708,0,0
1743090287.5017447,0,0
1743090290.444668,0,0
1743090290.4954443,0,0
1743090290.6298206,0,0
1743090290.673252,0,0
1743090299.873889,0,1
1743090300.5756922,0,1
1743090301.1701198,0,1
1743090301.9408915,0,1
1743090302.7227998,0,1
1743090305.342095,0,0
1743090305.388235,0,0
1743090306.9350166,0,0
1743090306.974536,0,0
1743090310.6523738,0,0
1743090310.7126908,0,0
1743090312.0511594,0,0
1743090312.1049843,0,0
1743090318.3814657,0,0
1743090318.4279327,0,0
1743090319.9379525,0,1
1743090319.992245,0,1
1743090320.055838,0,1
1743090320.1149356,0,1
1743090321.6253283,0,0
1743090321.6901004,0,0
1743090331.4333384,0,0
1743090331.4858856,0,0
1743090331.5373075,0,0
1743090332.503034,0,0
1743090332.7162073,0,0
1743090335.4521186,0,0
1743090335.51152,0,0
1743090340.4130616,0,1
1743090342.8355567,0,1
1743090350.3857057,0,0
1743090350.4298525,0,0
1743090352.6274853,0,0
1743090352.6904438,0,0
1743090361.284368,0,1
1743090361.9187536,0,0
1743090361.9603238,0,0
1743090362.0399911,0,1
1743090362.837561,0,1
1743090363.3758972,0,0
1743090363.4237678,0,0
1743090364.1744354,0,1
1743090365.1272128,0,0
1743090365.2038622,0,0
1743090365.271125,0,0
1743090369.3600032,0,1
1743090369.5734675,0,1
1743090369.6105125,0,0
1743090386.4793649,0,0
1743090386.5291789,0,0
1743090386.5802407,0,0
1743090389.0516982,0,1
1743090389.880758,0,1
1743090395.466117,0,0
1743090395.523312,0,0
1743090410.200768,0,0
1743090410.2420013,0,0
1743090416.939071,0,0
1743090416.984135,0,0
1743090419.506429,0,1
1743090419.710945,0,0
1743090419.836849,0,1
1743090419.8934212,0,0
1743090419.991238,0,0
1743090420.0369985,0,0
1743090420.1261425,0,0
1743090420.1981285,0,0
1743090420.2607796,0,0
1743090420.327575,0,0
1743090420.409439,0,1
1743090420.4608035,0,0
1743090420.528046,0,0
1743090420.6100173,0,0
1743090420.7141492,0,0
1743090420.8322492,0,0
1743090420.9409316,0,0
1743090421.0133889,0,0
1743090421.100978,0,0
1743090421.177328,0,0
1743090421.295219,0,0
1743090421.4140887,0,0
1743090421.4862554,0,0
1743090421.5474358,0,0
1743090421.6184857,0,0
1743090421.7197044,0,0
1743090421.8198996,0,0
1743090421.9007015,0,0
1743090421.97129,0,0
1743090422.0520308,0,0
1743090422.1228747,0,1
1743090422.1839864,0,0
1743090422.2488596,0,0
1743090422.3152876,0,0
1743090422.3655283,0,0
1743090422.4699328,0,0
1743098676.908264,0,0
1743098676.9632316,0,0
1743098677.0181968,0,0
1743098677.6415296,0,0
1743098677.7177362,0,0
1743098677.7697062,0,0
1743098677.8656464,0,1
1743098677.9276042,0,0
1743098677.9845717,0,0
1743098678.102512,0,0
1743098678.1644764,0,0
1743098678.3320134,0,0
1743098678.401971,0,0
1743098678.4609356,0,0
1743098678.527895,0,0
1743098678.5868576,0,0
1743098678.6478224,0,0
1743098678.700786,0,0
1743098678.750754,0,0
1743098678.8536928,0,0
1743098678.9046605,0,0
1743098678.956627,0,1
1743098679.0055976,0,0
1743098679.06656,0,0
1743098679.1225264,0,1
1743098679.2074723,0,0
1743098682.2728786,0,0
1743098682.3618238,0,0
1743098683.290621,0,0
1743098683.4897969,0,1
1743098683.5297732,0,0
1743098683.609728,0,0
1743098683.6847825,0,0
1743098683.7317526,0,0
1743098683.890215,0,0
1743098683.9331872,0,0
1743098683.9921496,0,0
1743098684.051113,0,0
1743098684.108078,0,0
1743098684.1580486,0,0
1743098684.2130148,0,0
1743098684.2599857,0,0
1743098684.312951,0,0
1743098684.3629196,0,0
1743098684.4198864,0,1
1743098684.4718547,0,0
1743098684.5188234,0,0
1743098684.5707946,0,1
1743098684.6377528,0,0
1743098686.6389067,0,0
1743098686.683882,0,0
1743098686.740843,0,1
1743098687.413977,0,0
1743098687.456514,0,0
1743098691.0787656,0,1
1743098696.8257678,0,0
1743098696.8704145,0,0
1743098696.918384,0,0
1743100588.4105165,0,1
1743100588.5864065,0,0
1743100588.688351,0,1
1743100588.8052714,0,0
1743100593.937998,0,0
1743100594.0529308,0,0
1743100596.8661902,0,0
1743100597.0270903,0,0
1743100597.1979847,0,0
1743100598.6231046,0,0
1743100598.770014,0,0
1743100599.654497,0,0
1743100599.84438,0,0
1743100605.1740897,0,0
1743100605.2850184,0,0
1743100605.7257466,0,1
1743100612.2352116,0,0
1743100612.3011727,0,0
1743100615.9441996,0,0
1743100616.1361864,0,1
1743100616.2431197,0,0
1743100616.3710427,0,0
1743100616.4519916,0,0
1743100616.5759132,0,0
1743100616.6498682,0,0
1743100616.736813,0,0
1743100616.8727314,0,0
1743100617.0616145,0,0
1743100617.1685493,0,0
1743100617.2684877,0,0
1743100617.3814156,0,0
1743100617.4753594,0,0
1743100617.5623033,0,0
1743100617.648252,0,0
1743100617.7302034,0,0
1743100617.8101506,0,0
1743100617.8911026,0,0
1743100617.9990325,0,0
1743100618.092976,0,0
1743100618.1649306,0,0
1743100618.260216,0,0
1743100618.3531597,0,0
1743100618.72693,0,1
1743100619.0367389,0,1
1743100619.1306794,0,1
1743100619.2216244,0,1
1743100619.3025725,0,1
1743100619.4225008,0,0
1743100619.5544178,0,1
1743100619.6613505,0,0
1743100619.7423034,0,0
1743100619.824253,0,0
1743100619.9421782,0,0
1743100620.146054,0,0
1743100620.364918,0,0
1743100620.856614,0,0
1743100621.1624243,0,0
1743100621.5341957,0,0
1743100622.0898504,0,0
1743100622.3187106,0,0
1743100622.6245215,0,0
1743100622.7554402,0,0
1743100622.9203386,0,0
1743100623.0372653,0,1
1743100623.1601913,0,0
1743100623.3420768,0,0
1743100623.5109737,0,0
1743100623.7578197,0,0
1743100623.9646938,0,0
1743100624.24452,0,0
1743100624.3504553,0,0
1743100624.4793727,0,0
1743100624.5563254,0,0
1743100624.6292815,0,0
1743100624.8461494,0,0
1743100625.029035,0,0
1743100625.160954,0,0
1743100625.2449,0,0
1743100625.311859,0,0
1743100625.379821,0,0
1743100625.4477792,0,0
1743100625.513737,0,0
1743100625.5786946,0,0
1743100625.6436572,0,0
1743100625.8175476,0,0
1743100626.0124278,0,0
1743100626.095376,0,0
1743100626.1753273,0,0
1743100626.25028,0,0
1743100626.3422236,0,0
1743100626.4361672,0,1
1743100626.523111,0,0
1743100626.6330435,0,0
1743100626.6960056,0,0
1743100626.7599683,0,0
1743100626.853906,0,0
1743100626.936858,0,1
1743100627.0168078,0,0
1743100627.108753,0,0
1743100627.194699,0,0
1743100627.2786467,0,1
1743100627.3565965,0,0
1743100627.431552,0,0
1743100627.4965105,0,0
1743100627.5714624,0,0
1743100627.6444182,0,0
1743100627.7073803,0,0
1743100627.77334,0,0
1743100627.8463922,0,0
1743100627.9183471,0,0
1743100627.9873042,0,0
1743100628.0702546,0,0
1743100628.1751902,0,0
1743100628.2961147,0,0
1743100628.4070468,0,0
1743100628.4909956,0,0
1743100628.5979292,0,0
1743100628.6658869,0,0
1743100628.7258503,0,0
1743100628.79081,0,0
1743100628.8574002,0,0
1743100628.921357,0,0
1743100629.0033062,0,0
1743100629.0662696,0,0
1743100629.1322312,0,0
1743100629.1941917,0,0
1743100629.264146,0,0
1743100629.3321047,0,0
1743100629.473018,0,0
1743100629.6069367,0,0
1743100629.7598927,0,0
1743100629.8918698,0,0
1743100630.0177925,0,0
1743100630.1507125,0,0
1743100630.2606423,0,0
1743100630.405553,0,0
1743100630.5904386,0,0
1743100630.736349,0,0
1743100630.8232956,0,0
1743100630.9022484,0,0
1743100631.0411596,0,0
1743100631.1371002,0,0
1743100631.2050588,0,0
1743100631.276014,0,0
1743100631.3439727,0,0
1743100631.4199257,0,0
1743100631.482887,0,1
1743100631.5458512,0,0
1743100631.610811,0,0
1743100631.6807668,0,0
1743100631.746724,0,0
1743100631.812682,0,0
1743100631.8816402,0,0
1743100631.9486022,0,0
1743100632.0145612,0,0
1743100632.0905128,0,0
1743100632.1614676,0,0
1743100632.3213692,0,0
1743100632.6691554,0,0
1743100632.7835684,0,0
1743100632.850869,0,0
1743100632.928614,0,0
1743100632.9965725,0,0
1743100633.0635324,0,0
1743100633.131489,0,0
1743100633.1964486,0,0
1743100633.2644064,0,0
1743100633.331713,0,0
1743100633.4645422,0,0
1743100633.5379,0,0
1743100633.6628234,0,0
1743100633.8487067,0,0
1743100633.9316573,0,0
1743100633.9996142,0,0
1743100634.0775688,0,0
1743100634.1625144,0,0
1743100634.2344675,0,0
1743100634.3034277,0,0
1743100634.3753836,0,0
1743100634.446339,0,0
1743100634.5152946,0,0
1743100634.5852516,0,0
1743100635.0215058,0,0
1743100635.147998,0,0
1743100635.2299445,0,0
1743100635.2998998,0,0
1743100635.3628614,0,0
1743100635.4246068,0,0
1743100635.490564,0,0
1743100635.5575244,0,0
1743100635.6304762,0,0
1743100635.7064283,0,1
1743100635.7773864,0,0
1743100635.8383467,0,0
1743100635.9023073,0,0
1743100635.9632714,0,0
1743100636.0492177,0,0
1743100636.1181746,0,0
1743100636.1941292,0,0
1743100636.2580864,0,0
1743100636.322047,0,0
1743100636.385008,0,0
1743100636.451969,0,0
1743100636.522926,0,0
1743100636.5888832,0,0
1743100636.6548414,0,0
1743100636.7208035,0,0
1743100636.7877593,0,0
1743100636.8527193,0,0
1743100636.9146829,0,0
1743100636.9796426,0,0
1743100637.0456023,0,1
1743100637.1095612,0,0
1743100637.1756258,0,0
1743100637.2405856,0,0
1743100637.3045435,0,0
1743100637.4054818,0,0
1743100637.4704423,0,0
1743100637.5409293,0,0
1743100637.6059723,0,0
1743100637.6849244,0,0
1743100637.7468822,0,1
1743100637.8078442,0,1
1743100637.8728075,0,0
1743100637.975006,0,0
1743100638.0409665,0,0
1743100638.108039,0,0
1743100638.174479,0,0
1743100638.2674248,0,0
1743100638.3363817,0,0
1743100638.404337,0,0
1743100638.4643018,0,0
1743100638.5302627,0,0
1743100638.5952191,0,0
1743100638.663604,0,0
1743100638.733009,0,0
1743100638.7949722,0,0
1743100638.8589313,0,0
1743100638.9238958,0,0
1743100638.9898577,0,0
1743100639.0578086,0,0
1743100639.1206083,0,0
1743100639.1865685,0,0
1743100639.2525318,0,0
1743100639.3205664,0,0
1743100639.4434862,0,0
1743100639.59839,0,0
1743100639.683336,0,0
1743100639.7542934,0,0
1743100639.8182523,0,0
1743100639.8859596,0,0
1743100639.9519162,0,0
1743100640.0178766,0,0
1743100640.0868337,0,0
1743100640.1617882,0,0
1743100640.2307456,0,0
1743100640.3066995,0,0
1743100640.3786542,0,0
1743100640.4682937,0,0
1743100640.5342567,0,0
1743100640.6002126,0,0
1743100640.667175,0,0
1743100640.7371268,0,0
1743100640.8020911,0,0
1743100640.8650522,0,0
1743100640.929012,0,0
1743100640.994971,0,0
1743100641.0593376,0,0
1743100641.123298,0,0
1743100641.1942525,0,0
1743100641.2549253,0,0
1743100641.3198884,0,0
1743100641.3848493,0,0
1743100641.4518042,0,0
1743100641.521761,0,0
1743100641.5847225,0,0
1743100641.6466854,0,0
1743100641.7110982,0,1
1743100641.780048,0,0
1743100641.845013,0,0
1743100641.9109683,0,0
1743100641.972928,0,1
1743100642.0648434,0,0
1743100642.1268053,0,1
1743100642.1897662,0,0
1743100642.2557256,0,0
1743100642.3216848,0,0
1743100642.3916378,0,0
1743100642.456503,0,0
1743100642.5214624,0,0
1743100642.5894206,0,0
1743100642.6513786,0,0
1743100642.717338,0,0
1743100642.7832978,0,1
1743100642.854244,0,0
1743100642.9222016,0,0
1743100642.987666,0,0
1743100643.0526223,0,0
1743100643.126579,0,0
1743100643.192536,0,0
1743100643.260496,0,0
1743100643.324455,0,0
1743100643.411562,0,0
1743100643.476524,0,0
1743100643.5424829,0,0
1743100643.606441,0,0
1743100643.6753983,0,0
1743100643.7403605,0,0
1743100643.8083186,0,0
1743100643.8712766,0,0
1743100643.9382396,0,0
1743100644.002201,0,0
1743100644.0681603,0,0
1743100644.1291175,0,0
1743100644.2040749,0,0
1743100644.2690358,0,0
1743100644.3379924,0,0
1743100644.4019537,0,0
1743100644.4639118,0,0
1743100644.5288725,0,0
1743100644.5928347,0,0
1743100644.6557963,0,0
1743100644.7932897,0,0
1743100644.861247,0,0
1743100644.9262075,0,0
1743100644.993166,0,0
1743100645.06154,0,0
1743100645.1304991,0,0
1743100645.1994543,0,0
1743100645.263414,0,0
1743100645.3353713,0,0
1743100645.409324,0,0
1743100645.480281,0,0
1743100645.5472414,0,0
1743100645.6131985,0,0
1743100645.6797469,0,0
1743100645.748703,0,0
1743100645.817663,0,0
1743100645.8906176,0,0
1743100645.956578,0,0
1743100646.058514,0,0
1743100646.2194164,0,0
1743100646.4346995,0,0
